UCAC0024	E		64	40		UCAH0056	R		
UCAC0025	E		8	0	5	UCAH0057	R		
UCAC0025	E		32	8		UCAH0058	R		
UCAC0025	E		8	40		UCAH0059	R		
UCAC0025	E		32	48		UCAH0060	R		
UCAC0025	E		8	80		UCAH0061	R		
UCAC0025	E		16	88		UCAH0062	R		
UCAC0026	E		8	0	1	UCAH0063	R		
UCAC0026	E		32	8		UCAH0064	R		
UCAC0027	E		8	0	2	UCAH0065	R		
UCAC0027	E		32	8		UCAH0066	R		
UCAC0027	E		64	40		UCAH0067	R		
UCAC0028	E		32	0		UCAH0068	R		
UCAC0028	E		32	32		UCAH0069	R		
UCAC0028	E		8	64		UCAH0070	R		
UCAC0029	E		32	0		UCAH0071	R		
UCAC0029	E		32	32		UCAH0072	R		
UCAC0029	E		16	64	1	UCAH0073	R		
UCAC0029	E		8	80		UCAH0074	R		
UCAC0030	E		32	0		UCAH0075	R		
UCAC0030	E		128	32		UCAH0076	R		
UCAC0031	E		32	0		UCAH0077	R		
UCAC0032	E		32	0		UCAH0078	R		
UCAC0033	E		8	0		UCAH0079	R		
UCAC0033	E		8	8		UCAH0080	R		
UCAC0040	E		8	0		UCAH0081	R		
UCAC0044	E		8	0	1	UCAH0082	R		
UCAC0044	E		32	8		UCAH0083	R		
UCAC0045	E		8	0		UCAH0084	R		
UCAC0046	E		8	0	1	UCAH0085	R		
UCAC0046	E		32	8		UCAH0086	R		
UCAC0047	E		8	0	1	UCAH0087	R		
UCAC0047	E		32	8		UCAH0088	R		
UCAC0048	E		8	0		UCAH0089	R		
UCAC0048	E		8	8		UCAH0090	R		
UCAC0048	E		8	16		UCAH0091	R		
UCAC0048	E		8	24		UCAH0092	R		
UCAC0048	E		8	32		UCAH0093	R		
UCAC0048	E		8	40		UCAH0094	R		
UCAC0048	E		8	48		UCAH0095	R		
UCAC0053	E		16	0		UCAH0096	R		
UCAC0053	E		16	16		UCAH0097	R		
UCAC0054	E		16	0		UCAH0098	R		
UCAC0054	E		16	16		UCAH0099	R		
UCAC0055	E		16	0		UCAH0100	R		
UCAC0055	E		16	16		UCAH0101	R		
UCAC0055	E		8	32		UCAH0102	R		
UCAC0058	E		16	0		UCAH0103	R		
UCAC0058	E		32	16		UCAH0104	R		
UCAC0059	E		8	0		UCAH0105	R		
UCAC0059	E		32	8		UCAH0106	R		
UCAC0059	E		8	40		UCAH0107	R		
UCAC0059	E		8	48		UCAH0108	R		
UCAC0059	E		32	56		UCAH0109	R		
UCAC0066	E		8	0		UCAH0110	R		
UCAC0066	E		32	8		UCAH0111	R		
UCAC0068	E		8	0		UCAH0112	R		
UCAC0068	E		8	8		UCAH0113	R		
UCAC0068	E		8	16	4	UCAH0114	R		
UCAC0068	E		8	24		UCAH0115	R		
UCAC0068	E		32	32		UCAH0116	R		
UCAC0068	E		32	64		UCAH0117	R		
UCAC0068	E		8	96		UCAH0118	R		
UCAC0069	E		16	0		UCAH0119	R		
UCAC0071	E		8	0		UCAH0120	R		
UCAC0072	E		8	0		UCAH0121	R		
UCAC0073	E		8	0		UCAH0122	R		
UCAC0073	E		8	8		UCAH0123	R		
UCAC0074	E		16	0		UCAH0124	R		
UCAC0075	E		16	0		UCAH0125	R		
UCAC0076	E		16	0		UCAH0126	R		
UCAC0076	E		16	16		UCAH0127	R		
UCAC0076	E		16	32		UCAH0128	R		
UCAC0077	E		8	0		UCAH0129	R		
UCAC0077	E		8	8		UCAH0130	R		
UCAC0077	E		8	16		UCAH0131	R		
UCAC0078	E		8	0		UCAH0132	R		
UCAC0079	E		8	0		UCAH0133	R		
UCAC0080	E		8	0		UCAH0134	R		
UCAC0081	E		8	0		UCAH0135	R		
UCAC0084	E		32	0		UCAH0136	R		
UCAC0084	E		32	32		UCAH0137	R		
